# realtime, hour, min, alt, baseline, rate, SC
44666.484722223 23 38 45.58 113.84 763.66 0.10
44666.485416668 23 39 45.51 113.88 763.27 0.10
44666.486111112 23 40 45.43 113.92 762.88 0.10
44666.486805556 23 41 45.36 113.96 762.48 0.10
44666.487500001 23 42 45.29 113.99 762.08 0.10
44666.488194445 23 43 45.22 114.03 761.68 0.10
44666.488888890 23 44 45.14 114.07 761.27 0.10
44666.489583334 23 45 45.07 114.10 760.87 0.10
44666.490277779 23 46 44.99 114.14 760.47 0.10
44666.490972223 23 47 44.92 114.18 760.14 0.10
44666.491666668 23 48 44.84 114.21 759.80 0.10
44666.492361112 23 49 44.77 114.25 759.47 0.10
44666.493055556 23 50 44.69 114.28 759.14 0.10
44666.493750001 23 51 44.61 114.32 758.80 0.10
44666.494444445 23 52 44.54 114.35 758.46 0.10
44666.495138890 23 53 44.46 114.39 758.12 0.10
44666.495833334 23 54 44.38 114.42 757.78 0.10
44666.496527779 23 55 44.30 114.45 757.43 0.10
44666.497222223 23 56 44.22 114.49 757.08 0.10
44666.497916668 23 57 44.14 114.52 756.74 0.10
44666.498611112 23 58 44.06 114.55 756.39 0.10
44666.499305557 23 59 43.98 114.58 756.02 0.10
44666.500000001 00 00 43.90 114.62 755.57 0.09
44666.500694445 00 01 43.82 114.65 755.13 0.09
44666.501388890 00 02 43.74 114.68 754.68 0.09
44666.502083334 00 03 43.66 114.71 754.23 0.09
44666.502777779 00 04 43.58 114.74 753.78 0.09
44666.503472223 00 05 43.49 114.77 753.33 0.09
44666.504166668 00 06 43.41 114.80 752.87 0.09
44666.504861112 00 07 43.33 114.83 752.41 0.09
44666.505555557 00 08 43.24 114.86 751.96 0.09
44666.506250001 00 09 43.16 114.89 751.49 0.09
44666.506944445 00 10 43.07 114.92 751.03 0.09
44666.507638890 00 11 42.99 114.95 750.56 0.09
44666.508333334 00 12 42.90 114.98 750.09 0.09
44666.509027779 00 13 42.82 115.01 749.62 0.09
44666.509722223 00 14 42.73 115.03 749.15 0.09
44666.510416668 00 15 42.65 115.06 748.68 0.09
44666.511111112 00 16 42.56 115.09 748.20 0.09
44666.511805557 00 17 42.47 115.12 747.72 0.09
44666.512500001 00 18 42.38 115.14 747.24 0.09
44666.513194445 00 19 42.30 115.17 746.76 0.09
44666.513888890 00 20 42.21 115.19 746.28 0.09
44666.514583334 00 21 42.12 115.22 745.79 0.09
44666.515277779 00 22 42.03 115.25 745.30 0.09
44666.515972223 00 23 41.94 115.27 744.81 0.09
44666.516666668 00 24 41.85 115.30 744.32 0.09
44666.517361112 00 25 41.76 115.32 743.83 0.09
44666.518055557 00 26 41.67 115.35 743.33 0.09
44666.518750001 00 27 41.58 115.37 742.84 0.09
44666.519444445 00 28 41.49 115.39 742.34 0.09
44666.520138890 00 29 41.40 115.42 741.84 0.09
44666.520833334 00 30 41.31 115.44 741.33 0.09
44666.521527779 00 31 41.22 115.47 740.83 0.09
44666.522222223 00 32 41.12 115.49 740.32 0.09
44666.522916668 00 33 41.03 115.51 739.82 0.09
44666.523611112 00 34 40.94 115.53 739.24 0.09
44666.524305557 00 35 40.85 115.56 738.63 0.09
44666.525000001 00 36 40.75 115.58 738.01 0.09
44666.525694445 00 37 40.66 115.60 737.39 0.09
44666.526388890 00 38 40.56 115.62 736.78 0.09
44666.527083334 00 39 40.47 115.64 736.15 0.09
44666.527777779 00 40 40.38 115.66 735.53 0.09
44666.528472223 00 41 40.28 115.68 734.91 0.09
44666.529166668 00 42 40.19 115.70 734.28 0.09
44666.529861112 00 43 40.09 115.72 733.65 0.09
44666.530555557 00 44 39.99 115.74 733.03 0.09
44666.531250001 00 45 39.90 115.76 732.50 0.09
44666.531944446 00 46 39.80 115.78 731.97 0.09
44666.532638890 00 47 39.70 115.80 731.44 0.09
44666.533333334 00 48 39.61 115.82 730.91 0.09
44666.534027779 00 49 39.51 115.84 730.38 0.09
44666.534722223 00 50 39.41 115.86 729.84 0.09
44666.535416668 00 51 39.32 115.88 729.31 0.09
44666.536111112 00 52 39.22 115.89 728.77 0.09
44666.536805557 00 53 39.12 115.91 728.23 0.09
44666.537500001 00 54 39.02 115.93 727.69 0.09
44666.538194446 00 55 38.92 115.95 727.06 0.09
44666.538888890 00 56 38.82 115.96 726.41 0.09
44666.539583334 00 57 38.72 115.98 725.76 0.09
44666.540277779 00 58 38.62 116.00 725.10 0.09
44666.540972223 00 59 38.53 116.01 724.45 0.09
44666.541666668 01 00 38.43 116.03 723.79 0.09
44666.542361112 01 01 38.32 116.04 723.13 0.09
44666.543055557 01 02 38.22 116.06 722.47 0.09
44666.543750001 01 03 38.12 116.08 721.81 0.09
44666.544444446 01 04 38.02 116.09 721.14 0.09
44666.545138890 01 05 37.92 116.11 720.39 0.09
44666.545833334 01 06 37.82 116.12 719.61 0.09
44666.546527779 01 07 37.72 116.13 718.83 0.09
44666.547222223 01 08 37.62 116.15 718.05 0.09
44666.547916668 01 09 37.52 116.16 717.27 0.09
44666.548611112 01 10 37.41 116.18 716.48 0.09
44666.549305557 01 11 37.31 116.19 715.70 0.09
44666.550000001 01 12 37.21 116.20 714.91 0.09
44666.550694446 01 13 37.11 116.22 714.12 0.09
44666.551388890 01 14 37.00 116.23 713.33 0.09
44666.552083334 01 15 36.90 116.24 712.64 0.09
44666.552777779 01 16 36.80 116.25 711.96 0.09
44666.553472223 01 17 36.69 116.27 711.28 0.09
44666.554166668 01 18 36.59 116.28 710.60 0.09
44666.554861112 01 19 36.48 116.29 709.91 0.09
44666.555555557 01 20 36.38 116.30 709.23 0.09
44666.556250001 01 21 36.28 116.31 708.54 0.09
44666.556944446 01 22 36.17 116.32 707.85 0.09
44666.557638890 01 23 36.07 116.34 707.16 0.09
44666.558333334 01 24 35.96 116.35 706.43 0.09
44666.559027779 01 25 35.86 116.36 705.62 0.09
44666.559722223 01 26 35.75 116.37 704.81 0.09
44666.560416668 01 27 35.65 116.38 704.00 0.09
44666.561111112 01 28 35.54 116.39 703.19 0.09
44666.561805557 01 29 35.43 116.40 702.38 0.09
44666.562500001 01 30 35.33 116.41 701.56 0.09
44666.563194446 01 31 35.22 116.41 700.75 0.09
44666.563888890 01 32 35.12 116.42 699.93 0.09
44666.564583334 01 33 35.01 116.43 699.11 0.09
44666.565277779 01 34 34.90 116.44 698.19 0.09
44666.565972223 01 35 34.80 116.45 697.25 0.09
44666.566666668 01 36 34.69 116.46 696.31 0.09
44666.567361112 01 37 34.58 116.47 695.37 0.09
44666.568055557 01 38 34.47 116.47 694.43 0.09
44666.568750001 01 39 34.37 116.48 693.49 0.09
44666.569444446 01 40 34.26 116.49 692.55 0.09
44666.570138890 01 41 34.15 116.50 691.60 0.09
44666.570833335 01 42 34.04 116.50 690.65 0.09
44666.571527779 01 43 33.94 116.51 689.78 0.09
44666.572222223 01 44 33.83 116.52 688.95 0.09
44666.572916668 01 45 33.72 116.52 688.12 0.09
44666.573611112 01 46 33.61 116.53 687.28 0.09
44666.574305557 01 47 33.50 116.53 686.45 0.09
44666.575000001 01 48 33.40 116.54 685.62 0.09
44666.575694446 01 49 33.29 116.55 684.78 0.09
44666.576388890 01 50 33.18 116.55 683.95 0.09
44666.577083335 01 51 33.07 116.56 683.11 0.09
44666.577777779 01 52 32.96 116.56 682.18 0.09
44666.578472223 01 53 32.85 116.57 681.11 0.09
44666.579166668 01 54 32.74 116.57 680.03 0.09
