# realtime, hour, min, alt, baseline, rate, SC
44668.517361112 00 25 41.04 115.51 739.89 0.09
44668.518055557 00 26 40.95 115.53 739.32 0.09
44668.518750001 00 27 40.86 115.55 738.71 0.09
44668.519444445 00 28 40.76 115.57 738.10 0.09
44668.520138890 00 29 40.67 115.60 737.48 0.09
44668.520833334 00 30 40.58 115.62 736.86 0.09
44668.521527779 00 31 40.48 115.64 736.24 0.09
44668.522222223 00 32 40.39 115.66 735.62 0.09
44668.522916668 00 33 40.29 115.68 734.99 0.09
44668.523611112 00 34 40.20 115.70 734.36 0.09
44668.524305557 00 35 40.10 115.72 733.74 0.09
44668.525000001 00 36 40.01 115.74 733.11 0.09
44668.525694445 00 37 39.91 115.76 732.57 0.09
44668.526388890 00 38 39.81 115.78 732.04 0.09
44668.527083334 00 39 39.72 115.80 731.51 0.09
44668.527777779 00 40 39.62 115.82 730.98 0.09
44668.528472223 00 41 39.52 115.84 730.45 0.09
44668.529166668 00 42 39.43 115.86 729.91 0.09
44668.529861112 00 43 39.33 115.87 729.38 0.09
44668.530555557 00 44 39.23 115.89 728.84 0.09
44668.531250001 00 45 39.13 115.91 728.30 0.09
44668.531944446 00 46 39.03 115.93 727.76 0.09
44668.532638890 00 47 38.94 115.94 727.15 0.09
44668.533333334 00 48 38.84 115.96 726.50 0.09
44668.534027779 00 49 38.74 115.98 725.85 0.09
44668.534722223 00 50 38.64 115.99 725.19 0.09
44668.535416668 00 51 38.54 116.01 724.54 0.09
44668.536111112 00 52 38.44 116.03 723.88 0.09
44668.536805557 00 53 38.34 116.04 723.22 0.09
44668.537500001 00 54 38.24 116.06 722.56 0.09
44668.538194446 00 55 38.14 116.07 721.90 0.09
44668.538888890 00 56 38.04 116.09 721.23 0.09
44668.539583334 00 57 37.94 116.10 720.50 0.09
44668.540277779 00 58 37.83 116.12 719.72 0.09
44668.540972223 00 59 37.73 116.13 718.94 0.09
44668.541666668 01 00 37.63 116.15 718.16 0.09
44668.542361112 01 01 37.53 116.16 717.37 0.09
44668.543055557 01 02 37.43 116.17 716.59 0.09
44668.543750001 01 03 37.32 116.19 715.80 0.09
44668.544444446 01 04 37.22 116.20 715.01 0.09
44668.545138890 01 05 37.12 116.21 714.22 0.09
44668.545833334 01 06 37.02 116.23 713.43 0.09
44668.546527779 01 07 36.91 116.24 712.74 0.09
44668.547222223 01 08 36.81 116.25 712.06 0.09
44668.547916668 01 09 36.71 116.26 711.37 0.09
44668.548611112 01 10 36.60 116.28 710.69 0.09
44668.549305557 01 11 36.50 116.29 710.01 0.09
44668.550000001 01 12 36.39 116.30 709.32 0.09
44668.550694446 01 13 36.29 116.31 708.63 0.09
44668.551388890 01 14 36.19 116.32 707.94 0.09
44668.552083334 01 15 36.08 116.33 707.25 0.09
44668.552777779 01 16 35.98 116.34 706.54 0.09
44668.553472223 01 17 35.87 116.36 705.73 0.09
44668.554166668 01 18 35.77 116.37 704.92 0.09
44668.554861112 01 19 35.66 116.38 704.11 0.09
44668.555555557 01 20 35.55 116.39 703.30 0.09
44668.556250001 01 21 35.45 116.39 702.49 0.09
44668.556944446 01 22 35.34 116.40 701.67 0.09
44668.557638890 01 23 35.24 116.41 700.86 0.09
44668.558333334 01 24 35.13 116.42 700.04 0.09
44668.559027779 01 25 35.02 116.43 699.23 0.09
44668.559722223 01 26 34.92 116.44 698.32 0.09
44668.560416668 01 27 34.81 116.45 697.38 0.09
44668.561111112 01 28 34.70 116.46 696.44 0.09
44668.561805557 01 29 34.60 116.46 695.50 0.09
44668.562500001 01 30 34.49 116.47 694.56 0.09
44668.563194446 01 31 34.38 116.48 693.62 0.09
44668.563888890 01 32 34.27 116.49 692.67 0.09
44668.564583334 01 33 34.17 116.49 691.73 0.09
44668.565277779 01 34 34.06 116.50 690.78 0.09
44668.565972223 01 35 33.95 116.51 689.89 0.09
44668.566666668 01 36 33.84 116.51 689.06 0.09
44668.567361112 01 37 33.74 116.52 688.23 0.09
44668.568055557 01 38 33.63 116.53 687.40 0.09
44668.568750001 01 39 33.52 116.53 686.56 0.09
44668.569444446 01 40 33.41 116.54 685.73 0.09
44668.570138890 01 41 33.30 116.54 684.90 0.09
44668.570833335 01 42 33.19 116.55 684.06 0.09
44668.571527779 01 43 33.08 116.56 683.22 0.09
44668.572222223 01 44 32.97 116.56 682.33 0.09
44668.572916668 01 45 32.87 116.56 681.25 0.09
44668.573611112 01 46 32.76 116.57 680.17 0.09
44668.574305557 01 47 32.65 116.57 679.09 0.09
44668.575000001 01 48 32.54 116.58 678.01 0.09
44668.575694446 01 49 32.43 116.58 676.93 0.09
44668.576388890 01 50 32.32 116.59 675.85 0.09
44668.577083335 01 51 32.21 116.59 674.76 0.09
44668.577777779 01 52 32.10 116.59 673.68 0.09
